SystemCodeNumber,Capacity,Occupancy,IsSpecialDay,QueueLength,Timestamp,OccupancyRate,VehicleType_bike,VehicleType_car,VehicleType_cycle,VehicleType_truck,TrafficLevel,DayOfWeek
BHMBCCMKT01,577,231,0,10,2016-10-18 12:01:59,0.4003466204506066,0,1,0,0,2,1
BHMBCCMKT01,577,224,0,7,2016-10-18 12:27:57,0.3882149046793761,0,1,0,0,1,1
BHMBCCMKT01,577,237,0,8,2016-10-18 13:01:56,0.41074523396880414,0,1,0,0,2,1
BHMBCCMKT01,577,227,0,9,2016-10-18 13:28:57,0.3934142114384749,1,0,0,0,2,1
BHMBCCMKT01,577,226,0,6,2016-10-18 13:54:59,0.39168110918544197,0,1,0,0,1,1
BHMBCCMKT01,577,200,0,4,2016-10-18 14:27:56,0.3466204506065858,1,0,0,0,1,1
BHMBCCMKT01,577,165,0,4,2016-10-18 15:01:58,0.28596187175043325,0,1,0,0,0,1
BHMBCCMKT01,577,157,0,2,2016-10-18 15:27:59,0.2720970537261698,0,1,0,0,0,1
BHMBCCMKT01,577,149,0,3,2016-10-18 15:55:00,0.2582322357019064,0,0,0,1,0,1
BHMBCCMKT01,577,124,0,2,2016-10-18 16:27:54,0.21490467937608318,0,0,1,0,0,1
BHMBCCMKT01,577,49,0,2,2016-10-19 08:05:03,0.08492201039861352,0,0,1,0,0,2
BHMBCCMKT01,577,51,0,1,2016-10-19 08:25:01,0.08838821490467938,1,0,0,0,0,2
BHMBCCMKT01,577,59,0,2,2016-10-19 08:58:05,0.1022530329289428,1,0,0,0,0,2
BHMBCCMKT01,577,76,0,2,2016-10-19 09:32:04,0.1317157712305026,1,0,0,0,0,2
BHMBCCMKT01,577,105,0,2,2016-10-19 09:58:04,0.18197573656845753,0,0,0,1,0,2
BHMBCCMKT01,577,135,0,4,2016-10-19 10:25:04,0.2339688041594454,1,0,0,0,0,2
BHMBCCMKT01,577,156,0,5,2016-10-19 10:59:00,0.2703639514731369,1,0,0,0,1,2
BHMBCCMKT01,577,177,0,6,2016-10-19 11:25:04,0.30675909878682844,0,1,0,0,1,2
BHMBCCMKT01,577,181,0,6,2016-10-19 11:59:05,0.31369150779896016,0,1,0,0,1,2
BHMBCCMKT01,577,171,0,9,2016-10-19 12:25:00,0.29636048526863085,0,1,0,0,2,2
BHMBCCMKT01,577,165,0,9,2016-10-19 12:58:01,0.28596187175043325,0,0,1,0,2,2
BHMBCCMKT01,577,167,0,9,2016-10-19 13:25:03,0.28942807625649913,0,1,0,0,2,2
BHMBCCMKT01,577,161,0,7,2016-10-19 13:58:02,0.27902946273830154,0,0,1,0,1,2
BHMBCCMKT01,577,156,0,4,2016-10-19 14:32:03,0.2703639514731369,0,0,1,0,1,2
BHMBCCMKT01,577,144,0,5,2016-10-19 14:58:03,0.24956672443674177,0,0,0,1,1,2
BHMBCCMKT01,577,127,0,2,2016-10-19 15:32:05,0.22010398613518198,1,0,0,0,0,2
BHMBCCMKT01,577,117,0,3,2016-10-19 15:59:01,0.2027729636048527,0,1,0,0,0,2
BHMBCCMKT01,577,110,0,2,2016-10-19 16:25:03,0.19064124783362218,0,1,0,0,0,2
BHMBCCMKT01,577,57,0,2,2016-10-22 07:59:45,0.09878682842287695,0,1,0,0,0,5
BHMBCCMKT01,577,59,0,2,2016-10-22 08:26:46,0.1022530329289428,0,1,0,0,0,5
BHMBCCMKT01,577,72,0,2,2016-10-22 08:59:44,0.12478336221837089,0,0,1,0,0,5
BHMBCCMKT01,577,93,0,2,2016-10-22 09:26:47,0.1611785095320624,0,1,0,0,0,5
BHMBCCMKT01,577,130,0,2,2016-10-22 09:59:44,0.22530329289428075,0,0,0,1,0,5
BHMBCCMKT01,577,156,0,4,2016-10-22 10:26:47,0.2703639514731369,0,1,0,0,0,5
BHMBCCMKT01,577,198,0,7,2016-10-22 10:59:47,0.3431542461005199,0,0,0,1,2,5
BHMBCCMKT01,577,239,0,6,2016-10-22 11:32:43,0.41421143847487,0,0,1,0,1,5
BHMBCCMKT01,577,261,0,10,2016-10-22 11:59:46,0.45233968804159447,0,1,0,0,2,5
BHMBCCMKT01,577,324,0,11,2016-10-22 12:32:47,0.561525129982669,1,0,0,0,2,5
BHMBCCMKT01,577,359,0,11,2016-10-22 12:59:47,0.6221837088388215,0,1,0,0,2,5
BHMBCCMKT01,577,380,0,10,2016-10-22 13:32:43,0.658578856152513,0,0,0,1,2,5
BHMBCCMKT01,577,408,0,10,2016-10-22 13:59:48,0.707105719237435,1,0,0,0,2,5
BHMBCCMKT01,577,430,0,5,2016-10-22 14:39:47,0.7452339688041595,0,1,0,0,1,5
BHMBCCMKT01,577,424,0,6,2016-10-22 14:59:48,0.7348353552859619,1,0,0,0,1,5
BHMBCCMKT01,577,403,0,4,2016-10-22 15:26:49,0.6984402079722704,0,1,0,0,0,5
BHMBCCMKT01,577,384,0,3,2016-10-22 15:59:47,0.6655112651646448,0,1,0,0,0,5
BHMBCCMKT01,577,340,0,3,2016-10-22 16:26:47,0.5892547660311959,0,0,0,1,0,5
BHMBCCMKT01,577,47,1,3,2016-10-23 07:59:48,0.08145580589254767,0,1,0,0,0,6
BHMBCCMKT01,577,48,1,2,2016-10-23 08:26:51,0.0831889081455806,0,1,0,0,0,6
BHMBCCMKT01,577,51,1,3,2016-10-23 08:59:50,0.08838821490467938,1,0,0,0,0,6
BHMBCCMKT01,577,50,1,3,2016-10-23 09:26:51,0.08665511265164645,1,0,0,0,0,6
BHMBCCMKT01,577,54,1,3,2016-10-23 09:59:52,0.09358752166377816,1,0,0,0,0,6
BHMBCCMKT01,577,60,1,5,2016-10-23 10:26:53,0.10398613518197573,1,0,0,0,0,6
BHMBCCMKT01,577,80,1,8,2016-10-23 10:59:53,0.1386481802426343,0,1,0,0,2,6
BHMBCCMKT01,577,107,1,8,2016-10-23 11:26:49,0.1854419410745234,0,1,0,0,1,6
BHMBCCMKT01,577,125,1,9,2016-10-23 11:59:50,0.21663778162911612,0,1,0,0,1,6
BHMBCCMKT01,577,144,1,13,2016-10-23 12:26:51,0.24956672443674177,1,0,0,0,2,6
BHMBCCMKT01,577,175,1,12,2016-10-23 13:06:52,0.30329289428076256,0,1,0,0,2,6
BHMBCCMKT01,577,192,1,12,2016-10-23 13:26:55,0.3327556325823224,0,1,0,0,2,6
BHMBCCMKT01,577,215,1,9,2016-10-23 13:59:53,0.37261698440207974,0,0,1,0,1,6
BHMBCCMKT01,577,226,1,7,2016-10-23 14:26:51,0.39168110918544197,0,1,0,0,1,6
BHMBCCMKT01,577,219,1,7,2016-10-23 14:59:53,0.37954939341421146,0,1,0,0,1,6
BHMBCCMKT01,577,215,1,4,2016-10-23 15:26:56,0.37261698440207974,0,0,1,0,0,6
BHMBCCMKT01,577,179,1,4,2016-10-23 15:59:54,0.31022530329289427,0,1,0,0,0,6
BHMBCCMKT01,577,150,1,4,2016-10-23 16:26:57,0.25996533795493937,0,1,0,0,0,6
BHMBCCMKT01,577,47,0,2,2016-10-24 07:56:56,0.08145580589254767,1,0,0,0,1,0
BHMBCCMKT01,577,55,0,1,2016-10-24 08:29:56,0.09532062391681109,0,0,0,1,0,0
BHMBCCMKT01,577,62,0,3,2016-10-24 09:03:01,0.10745233968804159,0,1,0,0,0,0
BHMBCCMKT01,577,73,0,3,2016-10-24 09:30:01,0.1265164644714038,0,1,0,0,0,0
BHMBCCMKT01,577,87,0,3,2016-10-24 09:55:57,0.15077989601386482,0,1,0,0,0,0
BHMBCCMKT01,577,114,0,5,2016-10-24 10:30:02,0.1975736568457539,0,1,0,0,1,0
BHMBCCMKT01,577,137,0,6,2016-10-24 11:03:03,0.23743500866551126,0,1,0,0,1,0
BHMBCCMKT01,577,155,0,6,2016-10-24 11:29:57,0.268630849220104,0,1,0,0,1,0
BHMBCCMKT01,577,173,0,9,2016-10-24 12:02:57,0.29982668977469673,0,0,1,0,2,0
BHMBCCMKT01,577,191,0,9,2016-10-24 12:30:03,0.3310225303292894,0,1,0,0,2,0
BHMBCCMKT01,577,198,0,10,2016-10-24 12:56:58,0.3431542461005199,0,1,0,0,2,0
BHMBCCMKT01,577,208,0,9,2016-10-24 13:30:03,0.36048526863084923,0,1,0,0,2,0
BHMBCCMKT01,577,219,0,6,2016-10-24 13:56:01,0.37954939341421146,0,0,1,0,1,0
BHMBCCMKT01,577,215,0,5,2016-10-24 14:30:02,0.37261698440207974,0,1,0,0,1,0
BHMBCCMKT01,577,209,0,5,2016-10-24 14:56:02,0.36221837088388215,1,0,0,0,1,0
BHMBCCMKT01,577,209,0,3,2016-10-24 15:32:59,0.36221837088388215,1,0,0,0,0,0
BHMBCCMKT01,577,192,0,2,2016-10-24 16:00:04,0.3327556325823224,1,0,0,0,0,0
BHMBCCMKT01,577,175,0,2,2016-10-24 16:33:03,0.30329289428076256,0,1,0,0,0,0
BHMBCCMKT01,577,54,0,2,2016-10-25 08:00:03,0.09358752166377816,0,1,0,0,0,1
BHMBCCMKT01,577,55,0,2,2016-10-25 08:26:08,0.09532062391681109,0,1,0,0,0,1
BHMBCCMKT01,577,82,0,2,2016-10-25 09:00:03,0.14211438474870017,1,0,0,0,0,1
BHMBCCMKT01,577,95,0,3,2016-10-25 09:19:19,0.16464471403812825,0,1,0,0,1,1
BHMBCCMKT01,577,129,0,2,2016-10-25 09:56:19,0.22357019064124783,0,1,0,0,0,1
BHMBCCMKT01,577,173,0,3,2016-10-25 10:29:19,0.29982668977469673,0,1,0,0,0,1
BHMBCCMKT01,577,202,0,5,2016-10-25 10:56:23,0.35008665511265163,1,0,0,0,1,1
BHMBCCMKT01,577,249,0,6,2016-10-25 11:29:22,0.43154246100519933,0,1,0,0,1,1
BHMBCCMKT01,577,290,0,10,2016-10-25 12:02:23,0.5025996533795494,0,0,0,1,2,1
BHMBCCMKT01,577,303,0,11,2016-10-25 12:29:21,0.5251299826689775,0,1,0,0,2,1
BHMBCCMKT01,577,331,0,10,2016-10-25 13:03:20,0.5736568457538995,0,0,1,0,2,1
BHMBCCMKT01,577,345,0,10,2016-10-25 13:29:24,0.5979202772963604,0,0,1,0,2,1
BHMBCCMKT01,577,363,0,10,2016-10-25 13:56:21,0.6291161178509532,0,1,0,0,2,1
BHMBCCMKT01,577,365,0,7,2016-10-25 14:29:23,0.6325823223570191,0,0,0,1,2,1
BHMBCCMKT01,577,340,0,3,2016-10-25 15:02:24,0.5892547660311959,0,1,0,0,0,1
BHMBCCMKT01,577,302,0,3,2016-10-25 15:29:22,0.5233968804159446,0,1,0,0,0,1
BHMBCCMKT01,577,273,0,3,2016-10-25 15:56:25,0.4731369150779896,1,0,0,0,0,1
BHMBCCMKT01,577,226,0,2,2016-10-25 16:29:22,0.39168110918544197,0,1,0,0,0,1
BHMBCCMKT01,577,56,0,2,2016-10-26 07:59:26,0.09705372616984402,0,1,0,0,0,2
BHMBCCMKT01,577,63,0,3,2016-10-26 08:32:27,0.10918544194107452,0,1,0,0,0,2
BHMBCCMKT01,577,70,0,2,2016-10-26 08:59:29,0.12131715771230503,0,1,0,0,1,2
BHMBCCMKT01,577,87,0,3,2016-10-26 09:26:27,0.15077989601386482,0,0,0,1,0,2
BHMBCCMKT01,577,108,0,3,2016-10-26 09:59:25,0.18717504332755633,1,0,0,0,0,2
BHMBCCMKT01,577,125,0,3,2016-10-26 10:26:30,0.21663778162911612,0,1,0,0,0,2
BHMBCCMKT01,577,159,0,7,2016-10-26 10:59:30,0.2755632582322357,1,0,0,0,2,2
BHMBCCMKT01,577,182,0,9,2016-10-26 11:26:28,0.31542461005199307,0,1,0,0,2,2
BHMBCCMKT01,577,198,0,6,2016-10-26 11:59:29,0.3431542461005199,0,1,0,0,1,2
BHMBCCMKT01,577,205,0,9,2016-10-26 12:26:27,0.35528596187175043,0,1,0,0,2,2
BHMBCCMKT01,577,231,0,10,2016-10-26 12:59:31,0.4003466204506066,0,1,0,0,2,2
BHMBCCMKT01,577,244,0,9,2016-10-26 13:26:32,0.42287694974003465,0,1,0,0,2,2
BHMBCCMKT01,577,260,0,7,2016-10-26 13:59:26,0.4506065857885615,0,0,0,1,1,2
BHMBCCMKT01,577,267,0,6,2016-10-26 14:26:26,0.462738301559792,0,1,0,0,1,2
BHMBCCMKT01,577,252,0,6,2016-10-26 14:59:30,0.43674176776429807,1,0,0,0,1,2
BHMBCCMKT01,577,238,0,3,2016-10-26 15:26:30,0.4124783362218371,0,1,0,0,0,2
BHMBCCMKT01,577,212,0,3,2016-10-26 15:59:32,0.36741767764298094,0,1,0,0,0,2
BHMBCCMKT01,577,180,0,2,2016-10-26 16:32:30,0.3119584055459272,0,1,0,0,0,2
BHMBCCMKT01,577,54,0,3,2016-10-27 07:59:33,0.09358752166377816,0,1,0,0,0,3
BHMBCCMKT01,577,60,0,1,2016-10-27 08:32:33,0.10398613518197573,0,0,0,1,0,3
BHMBCCMKT01,577,69,0,2,2016-10-27 08:59:33,0.1195840554592721,1,0,0,0,0,3
BHMBCCMKT01,577,90,0,2,2016-10-27 09:32:35,0.1559792027729636,0,0,0,1,0,3
BHMBCCMKT01,577,102,0,2,2016-10-27 09:59:37,0.17677642980935876,1,0,0,0,0,3
BHMBCCMKT01,577,117,0,3,2016-10-27 10:25:37,0.2027729636048527,1,0,0,0,0,3
BHMBCCMKT01,577,160,0,4,2016-10-27 10:59:38,0.2772963604852686,1,0,0,0,1,3
BHMBCCMKT01,577,189,0,6,2016-10-27 11:32:32,0.3275563258232236,0,1,0,0,1,3
BHMBCCMKT01,577,207,0,6,2016-10-27 11:59:38,0.3587521663778163,0,1,0,0,1,3
BHMBCCMKT01,577,222,0,11,2016-10-27 12:26:35,0.3847487001733102,1,0,0,0,2,3
BHMBCCMKT01,577,247,0,10,2016-10-27 12:59:36,0.42807625649913345,0,1,0,0,2,3
BHMBCCMKT01,577,271,0,9,2016-10-27 13:32:35,0.4696707105719237,0,1,0,0,2,3
BHMBCCMKT01,577,279,0,6,2016-10-27 13:59:37,0.48353552859618715,0,0,1,0,1,3
BHMBCCMKT01,577,280,0,8,2016-10-27 14:26:38,0.4852686308492201,0,1,0,0,2,3
BHMBCCMKT01,577,266,0,5,2016-10-27 14:59:37,0.4610051993067591,0,1,0,0,1,3
BHMBCCMKT01,577,263,0,4,2016-10-27 15:26:33,0.4558058925476603,0,1,0,0,0,3
BHMBCCMKT01,577,241,0,4,2016-10-27 15:59:38,0.41767764298093585,0,0,0,1,0,3
BHMBCCMKT01,577,225,0,2,2016-10-27 16:26:39,0.389948006932409,0,1,0,0,0,3
BHMBCCMKT01,577,57,0,1,2016-10-28 08:16:41,0.09878682842287695,0,0,0,1,0,4
BHMBCCMKT01,577,57,0,2,2016-10-28 08:16:41,0.09878682842287695,0,1,0,0,0,4
BHMBCCMKT01,577,69,0,2,2016-10-28 08:56:40,0.1195840554592721,0,1,0,0,1,4
BHMBCCMKT01,577,99,0,4,2016-10-28 09:29:43,0.17157712305025996,1,0,0,0,1,4
BHMBCCMKT01,577,135,0,3,2016-10-28 10:02:44,0.2339688041594454,0,1,0,0,0,4
BHMBCCMKT01,577,171,0,3,2016-10-28 10:29:41,0.29636048526863085,0,1,0,0,0,4
BHMBCCMKT01,577,196,0,5,2016-10-28 10:56:43,0.3396880415944541,1,0,0,0,1,4
BHMBCCMKT01,577,230,0,9,2016-10-28 11:29:44,0.3986135181975737,0,0,1,0,2,4
BHMBCCMKT01,577,262,0,7,2016-10-28 12:02:44,0.4540727902946274,0,1,0,0,1,4
BHMBCCMKT01,577,269,0,10,2016-10-28 12:29:45,0.4662045060658579,0,1,0,0,2,4
BHMBCCMKT01,577,266,0,9,2016-10-28 13:02:43,0.4610051993067591,0,1,0,0,2,4
BHMBCCMKT01,577,275,0,9,2016-10-28 13:29:45,0.47660311958405543,0,1,0,0,2,4
BHMBCCMKT01,577,296,0,5,2016-10-28 14:02:39,0.512998266897747,0,0,1,0,1,4
BHMBCCMKT01,577,290,0,5,2016-10-28 14:29:45,0.5025996533795494,0,1,0,0,1,4
BHMBCCMKT01,577,282,0,3,2016-10-28 15:02:43,0.48873483535528595,1,0,0,0,0,4
BHMBCCMKT01,577,269,0,3,2016-10-28 15:29:41,0.4662045060658579,0,1,0,0,0,4
BHMBCCMKT01,577,256,0,2,2016-10-28 16:02:40,0.4436741767764298,0,1,0,0,0,4
BHMBCCMKT01,577,220,0,3,2016-10-28 16:29:42,0.38128249566724437,0,1,0,0,0,4
BHMBCCMKT01,577,51,0,2,2016-10-29 07:59:48,0.08838821490467938,0,1,0,0,1,5
BHMBCCMKT01,577,56,0,1,2016-10-29 08:26:46,0.09705372616984402,0,1,0,0,0,5
BHMBCCMKT01,577,66,0,3,2016-10-29 08:59:48,0.11438474870017332,0,1,0,0,0,5
BHMBCCMKT01,577,91,0,3,2016-10-29 09:26:50,0.15771230502599654,0,1,0,0,0,5
BHMBCCMKT01,577,124,0,3,2016-10-29 09:59:51,0.21490467937608318,0,1,0,0,0,5
BHMBCCMKT01,577,164,0,4,2016-10-29 10:26:49,0.28422876949740034,0,1,0,0,0,5
BHMBCCMKT01,577,213,0,6,2016-10-29 10:59:46,0.36915077989601386,0,1,0,0,1,5
BHMBCCMKT01,577,267,0,7,2016-10-29 11:25:51,0.462738301559792,0,1,0,0,1,5
BHMBCCMKT01,577,314,0,10,2016-10-29 12:06:51,0.5441941074523396,0,1,0,0,2,5
BHMBCCMKT01,577,339,0,11,2016-10-29 12:26:46,0.587521663778163,1,0,0,0,2,5
BHMBCCMKT01,577,338,0,11,2016-10-29 12:59:51,0.58578856152513,0,1,0,0,2,5
BHMBCCMKT01,577,368,0,10,2016-10-29 13:26:47,0.6377816291161178,0,1,0,0,2,5
BHMBCCMKT01,577,366,0,7,2016-10-29 13:59:51,0.634315424610052,1,0,0,0,1,5
BHMBCCMKT01,577,374,0,6,2016-10-29 14:26:50,0.6481802426343154,1,0,0,0,1,5
BHMBCCMKT01,577,414,0,6,2016-10-29 14:59:51,0.7175043327556326,1,0,0,0,1,5
BHMBCCMKT01,577,417,0,3,2016-10-29 15:26:52,0.7227036395147314,0,1,0,0,0,5
BHMBCCMKT01,577,417,0,3,2016-10-29 15:59:51,0.7227036395147314,0,1,0,0,0,5
BHMBCCMKT01,577,369,0,2,2016-10-29 16:26:53,0.6395147313691508,0,1,0,0,0,5
BHMBCCMKT01,577,43,1,2,2016-10-30 07:59:55,0.07452339688041594,0,1,0,0,0,6
BHMBCCMKT01,577,43,1,3,2016-10-30 07:59:55,0.07452339688041594,0,1,0,0,0,6
BHMBCCMKT01,577,44,1,2,2016-10-30 08:25:53,0.07625649913344887,0,1,0,0,0,6
BHMBCCMKT01,577,45,1,4,2016-10-30 08:59:52,0.0779896013864818,0,1,0,0,1,6
BHMBCCMKT01,577,44,1,2,2016-10-30 09:25:57,0.07625649913344887,0,0,0,1,0,6
BHMBCCMKT01,577,47,1,2,2016-10-30 09:59:52,0.08145580589254767,0,1,0,0,0,6
BHMBCCMKT01,577,61,1,4,2016-10-30 10:25:54,0.10571923743500866,1,0,0,0,0,6
BHMBCCMKT01,577,84,1,6,2016-10-30 10:59:56,0.14558058925476602,0,1,0,0,1,6
BHMBCCMKT01,577,107,1,8,2016-10-30 11:25:55,0.1854419410745234,0,1,0,0,1,6
BHMBCCMKT01,577,122,1,7,2016-10-30 11:59:58,0.21143847487001732,0,1,0,0,1,6
BHMBCCMKT01,577,142,1,9,2016-10-30 12:26:54,0.24610051993067592,0,0,1,0,1,6
BHMBCCMKT01,577,169,1,11,2016-10-30 13:06:59,0.292894280762565,1,0,0,0,2,6
BHMBCCMKT01,577,177,1,12,2016-10-30 13:25:59,0.30675909878682844,0,1,0,0,2,6
BHMBCCMKT01,577,182,1,9,2016-10-30 13:59:59,0.31542461005199307,1,0,0,0,1,6
BHMBCCMKT01,577,183,1,6,2016-10-30 14:32:54,0.317157712305026,0,1,0,0,1,6
BHMBCCMKT01,577,157,1,5,2016-10-30 15:00:00,0.2720970537261698,1,0,0,0,1,6
BHMBCCMKT01,577,147,1,3,2016-10-30 15:32:59,0.25476603119584057,0,1,0,0,0,6
BHMBCCMKT01,577,49,0,2,2016-10-31 08:00:03,0.08492201039861352,0,1,0,0,0,0
BHMBCCMKT01,577,58,0,2,2016-10-31 08:26:02,0.10051993067590988,0,1,0,0,0,0
BHMBCCMKT01,577,67,0,2,2016-10-31 09:00:00,0.11611785095320624,0,1,0,0,1,0
BHMBCCMKT01,577,92,0,3,2016-10-31 09:26:03,0.15944540727902945,1,0,0,0,1,0
BHMBCCMKT01,577,111,0,3,2016-10-31 10:00:05,0.1923743500866551,0,0,1,0,0,0
BHMBCCMKT01,577,129,0,3,2016-10-31 10:26:02,0.22357019064124783,0,1,0,0,0,0
BHMBCCMKT01,577,166,0,8,2016-10-31 11:00:02,0.2876949740034662,0,1,0,0,2,0
BHMBCCMKT01,577,178,0,8,2016-10-31 11:26:04,0.30849220103986136,0,0,0,1,2,0
BHMBCCMKT01,577,198,0,9,2016-10-31 12:00:04,0.3431542461005199,0,1,0,0,2,0
BHMBCCMKT01,577,199,0,9,2016-10-31 12:26:06,0.34488734835355284,0,1,0,0,2,0
BHMBCCMKT01,577,198,0,10,2016-10-31 13:00:06,0.3431542461005199,0,1,0,0,2,0
BHMBCCMKT01,577,201,0,9,2016-10-31 13:26:01,0.3483535528596187,0,1,0,0,2,0
BHMBCCMKT01,577,189,0,8,2016-10-31 13:59:47,0.3275563258232236,1,0,0,0,2,0
BHMBCCMKT01,577,185,0,5,2016-10-31 14:26:05,0.32062391681109187,0,0,0,1,1,0
BHMBCCMKT01,577,160,0,3,2016-10-31 15:00:03,0.2772963604852686,0,1,0,0,1,0
BHMBCCMKT01,577,141,0,3,2016-10-31 15:27:04,0.24436741767764297,0,1,0,0,0,0
BHMBCCMKT01,577,130,0,3,2016-10-31 16:00:07,0.22530329289428075,1,0,0,0,1,0
BHMBCCMKT01,577,121,0,2,2016-10-31 16:26:06,0.2097053726169844,0,1,0,0,0,0
BHMBCCMKT01,577,50,0,1,2016-11-01 08:06:07,0.08665511265164645,0,1,0,0,0,1
BHMBCCMKT01,577,54,0,2,2016-11-01 08:26:07,0.09358752166377816,0,1,0,0,0,1
BHMBCCMKT01,577,69,0,2,2016-11-01 09:00:08,0.1195840554592721,0,1,0,0,0,1
BHMBCCMKT01,577,91,0,1,2016-11-01 09:26:12,0.15771230502599654,0,1,0,0,0,1
BHMBCCMKT01,577,135,0,4,2016-11-01 10:00:08,0.2339688041594454,0,0,0,1,1,1
BHMBCCMKT01,577,163,0,4,2016-11-01 10:26:11,0.2824956672443674,1,0,0,0,0,1
BHMBCCMKT01,577,185,0,9,2016-11-01 11:00:09,0.32062391681109187,0,1,0,0,2,1
BHMBCCMKT01,577,207,0,9,2016-11-01 11:26:11,0.3587521663778163,0,0,1,0,2,1
BHMBCCMKT01,577,239,0,10,2016-11-01 12:00:08,0.41421143847487,0,1,0,0,2,1
BHMBCCMKT01,577,244,0,10,2016-11-01 12:26:12,0.42287694974003465,0,0,0,1,2,1
BHMBCCMKT01,577,243,0,10,2016-11-01 13:00:12,0.42114384748700173,1,0,0,0,2,1
BHMBCCMKT01,577,241,0,10,2016-11-01 13:26:12,0.41767764298093585,0,1,0,0,2,1
BHMBCCMKT01,577,229,0,5,2016-11-01 14:00:09,0.3968804159445407,1,0,0,0,1,1
BHMBCCMKT01,577,199,0,4,2016-11-01 14:26:10,0.34488734835355284,0,0,0,1,1,1
BHMBCCMKT01,577,180,0,2,2016-11-01 15:00:12,0.3119584055459272,0,1,0,0,0,1
BHMBCCMKT01,577,167,0,3,2016-11-01 15:27:09,0.28942807625649913,0,1,0,0,0,1
BHMBCCMKT01,577,153,0,2,2016-11-01 16:00:09,0.2651646447140381,0,0,1,0,0,1
BHMBCCMKT01,577,133,0,2,2016-11-01 16:33:14,0.23050259965337955,0,0,0,1,0,1
BHMBCCMKT01,577,50,0,2,2016-11-02 07:56:18,0.08665511265164645,0,1,0,0,1,2
BHMBCCMKT01,577,52,0,1,2016-11-02 08:30:14,0.09012131715771231,0,1,0,0,0,2
BHMBCCMKT01,577,57,0,3,2016-11-02 08:56:14,0.09878682842287695,0,1,0,0,1,2
BHMBCCMKT01,577,81,0,3,2016-11-02 09:30:15,0.14038128249566725,1,0,0,0,0,2
BHMBCCMKT01,577,97,0,2,2016-11-02 09:56:15,0.1681109185441941,0,1,0,0,0,2
BHMBCCMKT01,577,125,0,4,2016-11-02 10:29:19,0.21663778162911612,1,0,0,0,0,2
BHMBCCMKT01,577,144,0,5,2016-11-02 10:56:16,0.24956672443674177,0,1,0,0,1,2
BHMBCCMKT01,577,167,0,6,2016-11-02 11:30:19,0.28942807625649913,0,1,0,0,1,2
BHMBCCMKT01,577,169,0,7,2016-11-02 11:56:19,0.292894280762565,0,0,1,0,1,2
BHMBCCMKT01,577,184,0,10,2016-11-02 12:30:20,0.3188908145580589,1,0,0,0,2,2
BHMBCCMKT01,577,192,0,8,2016-11-02 13:03:20,0.3327556325823224,0,0,1,0,2,2
BHMBCCMKT01,577,188,0,9,2016-11-02 13:30:18,0.32582322357019067,0,1,0,0,2,2
BHMBCCMKT01,577,188,0,4,2016-11-02 14:03:20,0.32582322357019067,0,1,0,0,1,2
BHMBCCMKT01,577,171,0,4,2016-11-02 14:30:16,0.29636048526863085,0,1,0,0,1,2
BHMBCCMKT01,577,153,0,5,2016-11-02 14:56:19,0.2651646447140381,1,0,0,0,1,2
BHMBCCMKT01,577,130,0,4,2016-11-02 15:29:19,0.22530329289428075,1,0,0,0,0,2
BHMBCCMKT01,577,125,0,2,2016-11-02 16:03:20,0.21663778162911612,0,1,0,0,0,2
BHMBCCMKT01,577,115,0,2,2016-11-02 16:30:18,0.19930675909878684,0,0,1,0,0,2
BHMBCCMKT01,577,51,0,2,2016-11-03 08:00:22,0.08838821490467938,0,0,0,1,1,3
BHMBCCMKT01,577,56,0,2,2016-11-03 08:26:26,0.09705372616984402,0,1,0,0,0,3
BHMBCCMKT01,577,60,0,2,2016-11-03 09:00:22,0.10398613518197573,0,1,0,0,0,3
BHMBCCMKT01,577,80,0,2,2016-11-03 09:26:22,0.1386481802426343,0,1,0,0,0,3
BHMBCCMKT01,577,119,0,3,2016-11-03 10:00:22,0.20623916811091855,0,1,0,0,0,3
BHMBCCMKT01,577,138,0,3,2016-11-03 10:26:25,0.2391681109185442,1,0,0,0,0,3
BHMBCCMKT01,577,185,0,6,2016-11-03 11:00:24,0.32062391681109187,0,0,1,0,1,3
BHMBCCMKT01,577,195,0,6,2016-11-03 11:26:27,0.3379549393414211,1,0,0,0,1,3
BHMBCCMKT01,577,195,0,10,2016-11-03 12:00:26,0.3379549393414211,0,1,0,0,2,3
BHMBCCMKT01,577,191,0,9,2016-11-03 12:26:27,0.3310225303292894,0,0,1,0,2,3
BHMBCCMKT01,577,196,0,9,2016-11-03 12:59:26,0.3396880415944541,0,1,0,0,2,3
BHMBCCMKT01,577,191,0,9,2016-11-03 13:26:26,0.3310225303292894,0,0,0,1,2,3
BHMBCCMKT01,577,187,0,6,2016-11-03 13:59:26,0.3240901213171577,0,1,0,0,1,3
BHMBCCMKT01,577,177,0,4,2016-11-03 14:26:23,0.30675909878682844,0,1,0,0,1,3
BHMBCCMKT01,577,154,0,3,2016-11-03 15:00:23,0.2668977469670711,0,0,1,0,0,3
BHMBCCMKT01,577,142,0,3,2016-11-03 15:26:24,0.24610051993067592,0,1,0,0,0,3
BHMBCCMKT01,577,120,0,1,2016-11-03 16:03:28,0.20797227036395147,0,1,0,0,0,3
BHMBCCMKT01,577,108,0,2,2016-11-03 16:30:27,0.18717504332755633,1,0,0,0,0,3
BHMBCCMKT01,577,48,0,1,2016-11-04 08:00:29,0.0831889081455806,0,0,1,0,0,4
